10-19,height
138.06158046321215,156.2
208.16579930430458,159.95
236.78260071213,161.45
280.223125384041,163.15
191.449732305898,159.0
79.6303962064738,154.0
117.33712115098105,155.2
107.82393055347221,155.25
156.0833110873805,157.15
182.03571078225283,158.65
251.38217916153087,162.6
342.0935544555027,166.35
81.8413098624405,154.25
218.7647137908671,160.5
145.12063946937388,156.85
258.4898450616581,162.9
99.47864092356708,154.5
129.1394595001853,156.4
159.10059710761615,157.65
90.78546139112804,154.6
146.32156368765337,156.85
144.9034161087999,156.9
106.4377752492037,155.2
274.14777037211155,163.15
225.24875138388668,160.4
271.3595400939499,163.05
280.8932181452589,163.2
244.65894629054543,161.9
91.3892772703669,154.4
199.1105220725414,159.3
201.6928357676593,159.45
174.54225849346625,158.3
165.46903033498444,158.2
137.78606605894515,156.55
124.61942063739504,156.15
107.54068997360952,155.2
219.23731434224428,160.8
105.09519494249012,154.95
236.57979626333267,160.75
192.77447963877376,159.0
168.25278600962304,157.95
127.47156545677156,156.15
101.0198000393982,155.05
155.30936868070773,157.35
145.89036979869508,156.7
136.85028315644803,156.25
170.0,158.35
147.56693396557372,156.85
94.02127418834527,154.7
104.47966309287182,155.2
170.55790805471318,157.95
121.01652779682615,155.55
241.60298011407062,161.95
179.78042162593792,158.3
250.10797668207226,162.1
364.7423748346221,166.8
198.3053201505194,159.4
190.24720760105785,159.35
321.67219338948155,165.65
319.5559418943732,165.5
395.83456140160376,168.95
91.18113840043894,154.25
174.92855684535903,158.4
326.4613300224086,165.7
279.06271696520116,163.4
141.0319112825179,156.9
326.5884260043518,165.6
120.7393887677091,155.8
371.61808352124086,167.65
411.1800092416945,169.15
126.57408897558771,156.05
327.98323127867377,165.6
271.64867016055865,162.85
163.71010964506743,157.85
143.17821063276355,156.65
233.0021459128649,160.75
97.59098319004681,154.95
219.85904575431962,160.7
274.15506561068685,162.5
133.76471881628578,156.35
227.62249449472256,161.0
199.1230775173988,159.5
87.92041856133307,154.25
118.96217886370441,155.9
198.4943324127921,159.9
197.9520143873257,159.2
213.33541665649426,160.4
305.8954069612684,165.2
125.93649193144932,156.25
179.97777640586628,158.95
149.0,157.1
294.71511668049874,164.15
176.50212463310464,157.95
215.7452201092761,159.7
150.4460036026215,157.25
370.6116565894818,167.6
340.87241014784405,166.2
96.15092303249097,154.75
124.90796611905905,155.9
97.24710792614864,154.65
202.5882523741197,159.35
263.68541863364385,162.55
107.35455276791944,155.2
413.4017416509031,169.35
102.88342918079664,154.65
96.93296652842108,154.65
270.49029557453633,163.2
111.48542505637228,155.35
237.60681808399357,161.2
398.1017457886865,169.75
235.30618351416095,160.75
141.8344104933637,156.8
95.63472172804184,154.75
109.60383204979652,154.9
170.06175348972505,158.7
189.17187951701493,158.8
241.49534156997726,161.45
309.4915184621382,164.9
123.54756169184401,155.95
133.76471881628578,156.3
200.53179299053804,159.35
160.80111939908875,158.0
103.46980235798269,154.85
173.11845655504212,158.05
171.49344010777787,158.1
242.24987100099762,163.15
324.2298567374695,165.1
368.9783191462609,166.95
110.30865786510141,155.2
193.20455481173317,158.9
345.89160151700713,166.35
84.05950273467003,154.15
130.24976007655442,155.95
178.46568297574746,158.45
189.84203960134857,159.15
195.0717816599828,159.0
293.61539469176336,164.3
238.62313383240948,161.3
329.6209944769902,165.3
107.56393447619884,155.25
327.0856157032896,165.05
196.7739820199815,159.25
206.24257562394826,160.3
103.4069630150697,155.0
364.0453268481825,166.85
195.0179478919825,158.95
191.85932346383382,159.35
262.96767862229757,162.4
160.15305179733542,157.65
82.76472678623425,154.05
82.46211251235322,154.1
237.22773868163054,161.5
146.32156368765337,156.95
322.665461430256,164.65
100.70253224224304,154.75
367.1797924722983,167.1
196.32880583347927,159.25
241.30685858466597,161.5
207.3475343475297,160.05
336.88276892711514,165.35
248.1632527188504,162.15
283.494268019655,163.75
156.26259949200897,157.4
161.91355718407274,157.8
312.3203483604615,164.9
177.22866585290313,158.3
136.61625086350452,156.6
352.88099977187784,166.95
149.37536610833797,157.1
131.20975573485381,156.85
379.6853960847058,167.85
370.32553247109496,167.65
119.50732195141852,155.65
161.13658802394943,158.65
140.8900280360537,156.55
363.4556369077249,167.55
322.001552791287,165.1
124.48293055676348,155.9
175.82377541163197,158.2
164.58432489152787,157.6
265.2772134956186,163.7
254.95097567963924,161.8
156.0833110873805,157.15
165.4841382127,157.55
101.21264743103994,154.75
88.76936408468859,154.25
85.44003745317532,154.3
340.73156589902266,166.25
130.97327971765844,156.2
175.31685600648902,158.05
276.7959537276512,162.7
195.24855953373898,159.45
272.9688626931651,163.6
169.49926253526885,157.55
375.31053808812777,167.9
390.36009017316314,168.75
169.729196074217,158.25
97.06183596038144,154.9
344.4009291508953,168.75
410.7578362003578,169.85
376.12364988125915,167.9
390.53040854714493,168.6
174.25555945220225,158.55
325.38285142275095,165.2
239.01882771028733,161.3
203.3937068839644,159.8
330.26050323948823,166.2
104.1009125800538,154.9
142.46754016266303,156.7
226.1083810919003,160.95
223.22410264126947,160.2
146.29422408283932,156.85
226.29184695874488,160.7
105.55093557141028,154.95
183.48024416813928,158.6
144.9310180741169,157.1
303.4007251144928,164.75
221.14474897677312,160.95
129.7112177107285,156.15
250.40966435024032,162.25
165.60495161679194,157.85
140.45995870709916,156.6
239.41595602632668,160.9
92.34717104492157,154.4
139.60659010233005,156.55
174.4706279005151,158.15
242.39636960977776,161.8
222.72853431924702,160.4
95.524865872714,154.5
355.79347942310585,166.8
300.647634283059,163.95
358.9540360547573,167.4
93.72299611087985,154.05
174.88853593074646,158.6
358.09635574800257,167.85
368.8807395351511,167.0
161.01242188104618,157.4
86.35392289873111,154.1
115.95257651298657,155.55
139.43098651304166,156.35
230.8354392202376,161.35
259.47061490658245,161.7
154.74172029546523,157.35
119.23086848631105,155.7
97.50897394599123,154.6
94.3716058992322,154.4
173.5655495770978,158.15
95.63472172804184,154.75
279.7320146139873,163.35
320.78965070587924,165.0
304.7113388110131,164.25
201.1889659002203,158.8
398.58876050385567,167.75
99.32774033471212,154.9
215.3346233191495,160.1
134.52509059651288,157.05
108.72442227944923,155.1
348.62157133487887,166.8
152.2005256232711,157.1
95.29428104561156,154.4
240.33310217279686,161.4
218.89266776207924,160.35
118.96217886370441,155.75
128.4445405612866,156.25
124.77579893553076,155.85
142.07744367069668,156.75
122.7762191957384,155.9
330.54197917964973,165.3
257.65092664300664,162.1
171.29214809792072,158.15
258.58847615468096,163.2
254.95097567963924,162.15
335.85860119996926,166.0
192.26284092356482,159.25
207.76188293332345,159.95
251.34040662018512,161.55
189.69449122207,158.9
108.68762579061149,155.35
372.9772111000885,167.15
176.70597047072292,158.1
171.32717239247253,158.0
156.0128199860511,157.6
162.8158468945821,157.85
198.21705274773913,159.75
93.2952303175248,154.75
389.46373387004854,168.8
339.6954518388493,165.9
323.6309626719916,166.5
170.57842770995398,158.25
192.30184606498193,158.95
147.58048651498612,157.1
161.9660458244258,157.75
91.9238815542512,154.3
118.68024266911488,155.7
141.15594213493102,156.85
134.40610105199838,156.5
314.5313974788527,164.65
164.83021567661675,157.8
113.59577456930342,155.3
211.15160430363773,160.55
239.77072381756702,161.25
174.1522322567242,158.1
210.6395024680793,159.85
199.32385707686882,159.15
89.00561780022652,154.3
383.8880045013129,167.8
216.06017680266763,160.3
83.7615663654877,154.05
428.5148772213165,169.8
284.6770099604111,163.65
130.18832512940628,156.0
127.90621564255585,156.1
117.64352935882195,156.2
134.61797799699713,156.35
183.21571984958058,158.85
131.84839779079607,156.2
248.8473427625861,161.0
186.9438418349211,158.9
158.05062480104274,158.0
121.64292005702593,155.75
204.31348462595415,159.55
231.69160537231383,160.95
163.24827717314508,157.75
380.4904729424904,168.1
275.60116110060204,162.95
367.83827968279763,167.15
177.67385851610248,158.45
182.22239159883728,158.85
114.54256850621084,155.35
430.09068811124007,169.8
127.78106275970629,156.0
328.0243893371345,166.45
86.76981041814025,154.1
340.59506749217616,166.5
144.89996549343962,156.75
93.62157870918436,154.55
263.0684321616716,162.45
237.35627229968037,160.75
126.05157674539421,155.6
174.7512517837855,158.5
210.98341167020686,160.3
361.9019204149102,167.9
257.1244834705556,162.0
231.2336480705176,160.7
105.84894897919392,155.0
248.8634163552369,161.9
231.26175645791503,160.8
105.55093557141028,155.05
98.2700361249552,154.85
137.59360450253493,156.3
421.09975065297766,169.55
93.53608929178085,154.4
236.5776828020766,161.35
105.60303025955268,155.2
174.64249196572982,158.35
176.81911661356077,158.6
91.23595782365636,154.35
140.80127840328726,156.5
310.3868553917836,164.6
219.22819161777528,160.35
105.67875850898324,155.05
408.83248403227446,168.9
134.6291201783626,156.5
89.06739021662193,154.1
88.29496021857645,154.3
184.70787747142785,158.65
230.90257685872632,160.95
298.187860249206,164.3
259.9884612824192,162.55
