10-19,8-26,height
103.46980235798269,103.83159442096613,154.85
173.11845655504212,171.73234989366446,158.05
171.49344010777787,168.35973390332975,158.1
242.24987100099762,263.75936002348806,163.15
324.2298567374695,317.81283800375337,165.1
368.9783191462609,365.8742953529258,166.95
110.30865786510141,110.02272492535349,155.2
193.20455481173317,189.65231345807518,158.9
345.89160151700713,353.41194094144583,166.35
84.05950273467003,87.32124598286491,154.15
130.24976007655442,125.23977004130914,155.95
178.46568297574746,175.75551200460254,158.45
189.84203960134857,190.5885620912231,159.15
195.0717816599828,187.55532517100121,159.0
293.61539469176336,299.5413160150032,164.3
238.62313383240948,241.50569351466643,161.3
329.6209944769902,324.13885913293393,165.3
107.56393447619884,105.30906893520614,155.25
327.0856157032896,330.58886853613205,165.05
196.7739820199815,194.5507645834372,159.25
206.24257562394826,196.02295783912655,160.3
103.4069630150697,109.29318368498559,155.0
364.0453268481825,357.77786404415804,166.85
195.0179478919825,191.40010449317938,158.95
191.85932346383382,195.2255106280939,159.35
262.96767862229757,264.50330810785715,162.4
160.15305179733542,159.24823389915503,157.65
82.76472678623425,83.19254774317228,154.05
82.46211251235322,85.16454661418682,154.1
237.22773868163054,236.91559678501542,161.5
146.32156368765337,146.48549416239138,156.95
322.665461430256,314.0859754907882,164.65
100.70253224224304,99.16148445843277,154.75
367.1797924722983,368.06113622603516,167.1
196.32880583347927,198.5673689204749,159.25
241.30685858466597,237.60681808399357,161.5
207.3475343475297,211.72859986312668,160.05
336.88276892711514,335.86008991840635,165.35
248.1632527188504,252.57870060636543,162.15
283.494268019655,284.19183661745114,163.75
156.26259949200897,153.8440769090575,157.4
161.91355718407274,160.60199251565962,157.8
312.3203483604615,308.11199262605794,164.9
177.22866585290313,176.23280057923387,158.3
136.61625086350452,137.63720427268203,156.6
352.88099977187784,340.4717315725345,166.95
149.37536610833797,149.88328792764054,157.1
131.20975573485381,139.8320421076657,156.85
379.6853960847058,373.56793224258416,167.85
370.32553247109496,377.9550237792852,167.65
119.50732195141852,110.92339699089638,155.65
161.13658802394943,179.42407865166817,158.65
140.8900280360537,139.54210834009928,156.55
363.4556369077249,355.2421709200641,167.55
322.001552791287,309.594896598765,165.1
124.48293055676348,117.183616602322,155.9
175.82377541163197,176.22996340009834,158.2
164.58432489152787,164.24676556937123,157.6
265.2772134956186,286.1904959987316,163.7
254.95097567963924,260.0192300580863,161.8
156.0833110873805,156.0833110873805,157.15
165.4841382127,159.15401345866212,157.55
101.21264743103994,101.51847122568384,154.75
88.76936408468859,87.92041856133307,154.25
85.44003745317532,94.36630754670864,154.3
340.73156589902266,360.4719129141687,166.25
130.97327971765844,128.70508925446578,156.2
175.31685600648902,168.62087652482418,158.05
276.7959537276512,258.1821062738469,162.7
195.24855953373898,186.30083198955398,159.45
272.9688626931651,273.3386178350948,163.6
169.49926253526885,163.3707440149551,157.55
375.31053808812777,350.70785562915466,167.9
390.36009017316314,383.8971216354715,168.75
169.729196074217,178.3535814050281,158.25
97.06183596038144,101.55294185792944,154.9
344.4009291508953,375.06532764306536,168.75
410.7578362003578,420.6304791619362,169.85
376.12364988125915,372.7760721934818,167.9
390.53040854714493,386.0803025278548,168.6
174.25555945220225,174.61385970191483,158.55
325.38285142275095,326.9281266578329,165.2
239.01882771028733,229.53213282675696,161.3
203.3937068839644,196.01020381602584,159.8
330.26050323948823,333.3136660864658,166.2
104.1009125800538,105.70241246064349,154.9
142.46754016266303,141.8344104933637,156.7
226.1083810919003,224.95555116511352,160.95
223.22410264126947,212.13203435596427,160.2
146.29422408283932,152.2005256232711,156.85
226.29184695874488,226.3647499059869,160.7
105.55093557141028,106.89246933250256,154.95
183.48024416813928,172.2353041626484,158.6
144.9310180741169,141.4496376806954,157.1
303.4007251144928,303.8486465331053,164.75
221.14474897677312,226.52593670482858,160.95
129.7112177107285,128.37834708392222,156.15
250.40966435024032,254.26167623139747,162.25
165.60495161679194,166.5322791533221,157.85
140.45995870709916,146.48549416239138,156.6
239.41595602632668,229.26840166058642,160.9
92.34717104492157,91.52595260361949,154.4
139.60659010233005,138.3979768638256,156.55
174.4706279005151,183.8477631085024,158.15
242.39636960977776,246.48326515201802,161.8
222.72853431924702,219.49259668608414,160.4
95.524865872714,92.35799911215055,154.5
355.79347942310585,347.1138141877963,166.8
300.647634283059,299.6414524060381,163.95
358.9540360547573,351.3360214950924,167.4
93.72299611087985,86.72946442818609,154.05
174.88853593074646,176.11927776367924,158.6
358.09635574800257,364.44066732460027,167.85
368.8807395351511,363.719672275229,167.0
161.01242188104618,154.2886904474855,157.4
86.35392289873111,88.11923740024082,154.1
115.95257651298657,118.70130580579136,155.55
139.43098651304166,138.6542462386205,156.35
230.8354392202376,231.7951681981313,161.35
259.47061490658245,249.5596121170251,161.7
154.74172029546523,158.5181377634749,157.35
119.23086848631105,116.76472069936192,155.7
97.50897394599123,94.36630754670864,154.6
94.3716058992322,93.03762679690406,154.4
173.5655495770978,174.54225849346625,158.15
95.63472172804184,96.64884893261794,154.75
279.7320146139873,280.0803456153252,163.35
320.78965070587924,319.3305497443049,165.0
304.7113388110131,305.6354037084055,164.25
201.1889659002203,188.85444130334872,158.8
398.58876050385567,359.4342777198636,167.75
99.32774033471212,107.00467279516347,154.9
215.3346233191495,215.87033144922904,160.1
134.52509059651288,144.15616532080756,157.05
108.72442227944923,106.62082348209472,155.1
348.62157133487887,355.1746049480452,166.8
152.2005256232711,154.77725931156684,157.1
95.29428104561156,93.94147114027969,154.4
240.33310217279686,240.28524715429367,161.4
218.89266776207924,213.506440183897,160.35
118.96217886370441,122.61321299109652,155.75
128.4445405612866,127.45587471748802,156.25
124.77579893553076,122.24974437601088,155.85
142.07744367069668,141.315250415516,156.75
122.7762191957384,120.20815280171308,155.9
330.54197917964973,328.2026812809426,165.3
257.65092664300664,258.8609665438187,162.1
171.29214809792072,169.5228598154243,158.15
258.58847615468096,272.62428358456987,163.2
254.95097567963924,261.6295090390226,162.15
335.85860119996926,335.4772719574308,166.0
192.26284092356482,194.164878389476,159.25
207.76188293332345,205.23401277566052,159.95
251.34040662018512,246.46500765828807,161.55
189.69449122207,184.70787747142785,158.9
108.68762579061149,110.30865786510141,155.35
372.9772111000885,363.5560479485935,167.15
176.70597047072292,176.87566254292872,158.1
171.32717239247253,174.1522322567242,158.0
156.0128199860511,158.14550262337528,157.6
162.8158468945821,163.7192719260625,157.85
198.21705274773913,195.2050204272421,159.75
93.2952303175248,99.16148445843277,154.75
389.46373387004854,369.8350983884574,168.8
339.6954518388493,333.29416436535456,165.9
323.6309626719916,347.4377642110886,166.5
170.57842770995398,170.8156901458411,158.25
192.30184606498193,195.8621964545481,158.95
147.58048651498612,133.41664064126334,157.1
161.9660458244258,158.80806024884254,157.75
91.9238815542512,89.15716460273958,154.3
118.68024266911488,113.74093370462543,155.7
141.15594213493102,139.31618714277243,156.85
134.40610105199838,139.03237033151672,156.5
314.5313974788527,308.86890422961,164.65
164.83021567661675,162.26213359869269,157.8
113.59577456930342,113.59577456930342,155.3
211.15160430363773,211.0781845667619,160.55
239.77072381756702,239.0083680543424,161.25
174.1522322567242,175.35392781457733,158.1
210.6395024680793,205.5066908886424,159.85
199.32385707686882,197.4664528470596,159.15
89.00561780022652,94.02127418834527,154.3
383.8880045013129,378.8310969284333,167.8
216.06017680266763,218.40558600914952,160.3
83.7615663654877,84.30895563343195,154.05
428.5148772213165,428.2534296418419,169.8
284.6770099604111,266.8126683649035,163.65
130.18832512940628,127.45587471748802,156.0
127.90621564255585,127.91012469699184,156.1
117.64352935882195,124.40257232067191,156.2
134.61797799699713,135.05924625881784,156.35
183.21571984958058,177.72450590731714,158.85
131.84839779079607,131.52946437965906,156.2
248.8473427625861,239.30106560565082,161.0
186.9438418349211,186.19613314996639,158.9
158.05062480104274,162.18816233005415,158.0
121.64292005702593,124.77579893553076,155.75
204.31348462595415,208.29066229670502,159.55
231.69160537231383,226.8237200999931,160.95
163.24827717314508,165.0272704737008,157.75
380.4904729424904,376.73332743467233,168.1
275.60116110060204,273.70787347096905,162.95
367.83827968279763,382.4264635194588,167.15
177.67385851610248,177.39503938949363,158.45
182.22239159883728,185.0540461594936,158.85
114.54256850621084,116.4688799637053,155.35
430.09068811124007,421.7226576791909,169.8
127.78106275970629,125.57467897629681,156.0
328.0243893371345,300.9468391593439,166.45
86.76981041814025,84.970583144992,154.1
340.59506749217616,337.08307581366347,166.5
144.89996549343962,140.9432509913121,156.75
93.62157870918436,94.02127418834527,154.55
263.0684321616716,250.1399608219366,162.45
237.35627229968037,236.12920192132103,160.75
126.05157674539421,121.19818480488888,155.6
174.7512517837855,175.86642658563346,158.5
210.98341167020686,212.8403157298917,160.3
361.9019204149102,348.38197427536346,167.9
257.1244834705556,256.07030284669867,162.0
231.2336480705176,228.77936969928035,160.7
105.84894897919392,101.965680500843,155.0
248.8634163552369,249.55159787106152,161.9
231.26175645791503,234.957442955102,160.8
105.55093557141028,104.38869670610895,155.05
98.2700361249552,97.63708311906906,154.85
137.59360450253493,129.6919426949878,156.3
421.09975065297766,410.32913618216287,169.55
93.53608929178085,93.77632963600144,154.4
236.5776828020766,242.39636960977776,161.35
105.60303025955268,111.40017953306898,155.2
174.64249196572982,182.47739586041882,158.35
176.81911661356077,172.6962651593832,158.6
91.23595782365636,90.37698822156004,154.35
140.80127840328726,139.98928530426892,156.5
310.3868553917836,310.3691350633951,164.6
219.22819161777528,210.09759636892562,160.35
105.67875850898324,104.38869670610895,155.05
408.83248403227446,396.23225512317896,168.9
134.6291201783626,135.20724832641184,156.5
89.06739021662193,88.56635930193814,154.1
88.29496021857645,88.52683209061533,154.3
184.70787747142785,180.01388835309345,158.65
230.90257685872632,243.87701818744628,160.95
298.187860249206,276.5375200583096,164.3
259.9884612824192,253.33969290263218,162.55
