10-19,8-26,11-19,10-20,9-19,10-18,11-18,7-26,8-25,9-26,bmi
211.51359294381058,207.1955597979841,206.70752284326758,209.61870145576228,205.18528212325558,207.06037766796427,204.6851240320117,208.79894635749486,205.91260281974,199.45926902503174,60.2
89.88882021697692,89.47066558375433,92.45539465060976,89.44271909999159,86.33075929238663,85.60373823613078,89.10667763978184,91.58602513484249,89.19641248391103,86.33075929238663,54.25
103.39245620450264,102.17631819555841,101.6070863670443,102.59142264341595,101.23734488813898,100.60318086422515,99.64436762808022,101.78899744078434,102.0196059588548,99.12618221237013,55.1
87.23531395025755,86.92525524840292,85.70297544426332,86.53900854527973,85.23496934944014,86.82165628459295,86.05230967266363,89.69392398596462,86.64871608973787,84.20213774008353,54.15
229.88910370002318,235.74774654278247,232.69937687926884,219.92044015961773,219.17344729688404,232.89911979223967,238.80117252643464,238.84932488914433,224.66196829904254,222.26560687609768,60.45
148.94629904767692,144.08677940741129,148.69095466772688,146.93195704134618,143.37712509323097,145.43727170158274,146.4923206178399,139.9428454762872,141.06027080648894,141.6827441857335,56.85
202.35612172603032,196.20907216538183,200.3596765818911,200.11246837716038,196.95684806576287,196.01020381602584,195.73451407454945,195.0717816599828,195.2050204272421,191.637678967368,60.1
252.23203603031868,257.2353008434107,246.2945391193236,245.32631330536069,247.55201473629742,251.64459064323242,248.31633051412467,258.65227623201,250.28383887099065,249.94599416673995,61.75
203.08126452235814,213.8621051051354,192.753728887407,200.09247861926244,200.124960961895,201.72506041639943,193.66207682455538,213.49004660639332,209.31316251014889,207.23416706711282,59.9
98.97979591815695,98.61541461658008,100.60318086422515,97.0463806640928,96.77293009927931,96.79876032264048,99.24716620639605,96.25487000666513,96.46242791885345,97.12363255150623,54.7
305.8120337723812,302.20026472523153,312.05768697470023,300.53286010018934,296.56871041969345,297.40544715926103,306.413119823548,306.80449801135575,296.56196654325043,291.52872928752663,64.25
186.9545399288287,182.52944967867515,184.74035834110526,183.46934348822418,181.29809706668186,181.4717608885746,181.1767093199344,179.836036433191,179.62739212046696,177.9100896520487,58.7
126.49110640673516,132.28000604777728,126.81088281373958,127.26350615946428,123.00406497347963,121.03718436910204,122.3315167894194,129.61867149450345,131.59407281484982,129.0658746532173,56.45
103.35376142163379,103.31021246711285,103.00485425454471,102.15674231297709,100.08995953640905,100.40418317978587,101.31633629380802,102.90286682109492,101.3903348450926,99.95999199679841,54.8
269.45314991664134,275.5449146690971,254.92155656201382,270.20362691866296,267.1666146808018,262.5604692256624,250.05999280172747,271.6799587750263,274.64340516385965,269.14122686797725,63.25
204.08331631958552,195.7779354268504,205.84703058339215,199.01004999748127,196.06376513777352,198.90952717253137,202.474689776278,193.6310925445601,189.42280749687984,190.24457942343585,59.15
191.26944345608368,188.875620449014,191.5411183010061,185.72291188757515,184.81612483763425,187.8430195668713,189.992105099133,187.8643127366132,183.48024416813928,181.57092278225608,58.95
265.51459470243816,259.4224354214569,256.2576828116574,263.7612556839992,263.74609001841145,256.76643082770767,249.6337316950576,251.64459064323242,259.04825805243314,255.55038642115173,62.85
125.7179382586272,126.26955294131676,121.59358535712316,121.7579566188592,123.32882874656678,125.03199590504823,122.20065466273084,127.00393694685215,123.00406497347963,121.46192819151192,55.9
405.4232356439379,407.3573369905101,391.61843674679056,395.03544144797945,398.6640189432701,408.2070553040454,399.0112780360976,415.9435057793306,398.05778474990285,390.91942903877276,68.7
186.62529303392932,195.50959055759895,182.52944967867515,180.36074961032958,184.20097719610501,186.06719216455116,183.88311504866346,199.44422779313518,190.0657780874821,187.94946129212502,58.85
331.5448687583628,343.0801655590133,322.25610932921035,322.8947196842958,326.35257008333787,329.8196476864288,324.20055521235616,349.0057306119772,335.4772719574308,329.587621126765,65.65
158.31929762350515,154.02921800749363,154.20765220960988,156.5439235486322,156.01602481796542,155.3962676514465,152.89538907370618,153.83432646844463,152.76452467768817,150.57224179774968,57.5
181.24568960391858,175.775424903483,186.23103930333417,179.62739212046696,173.25414857947845,178.05897899291682,185.04323819042943,180.06943105369106,174.92855684535903,167.6305461424021,58.35
225.41073621280773,222.0923231451281,215.24404753674375,220.6558406206371,225.0622136210341,222.8542124349459,214.66252583997985,225.22211259110412,221.0,214.44113411377026,61.1
150.11995203836162,147.85127662620977,148.75819305167695,145.8800877433243,145.0,149.05368160498418,149.1106971347126,142.46754016266303,143.45033983926285,143.60013927569847,57.5
169.1685549976709,171.32717239247253,162.8895331198417,166.0873264279969,166.20770138594662,168.15469068687915,163.63679292872982,170.6985647274165,168.60901518009052,165.60495161679194,58.1
171.81967291320282,181.23189564753773,162.78820596099706,165.8463143998081,171.91858538273286,171.40595088852663,164.34719346554112,180.75397644312005,175.8465239918037,174.34735443934903,58.65
236.4254639415983,239.82702099638402,226.29184695874488,227.60711763914588,235.05318547086318,237.49736840647307,229.49074055394917,237.84448700779254,232.16588896735024,233.238075793812,61.35
182.23611058184932,175.51353224181892,185.80096878111263,177.86792853125598,176.20726432244498,180.06943105369106,184.66456075814872,167.0269439342048,171.81385275931626,174.87424052730012,58.6
250.69702830308938,238.51624682608104,252.9229131573492,247.92337525937324,243.0020576044573,243.34337878808208,247.19425559668656,229.34035841953326,237.52263050075882,236.24775131204956,61.8
95.41488353501249,93.98404119849285,95.13148795220225,96.17692030835673,92.57429448826494,92.00543462209177,92.63368717696602,94.82615672903758,94.3716058992322,91.44397191723465,54.6
224.53730202351682,229.8695282111137,225.63909235768523,225.32199182503246,216.4116447883524,215.40659228538019,218.6869909253863,224.66196829904254,229.17242417009948,222.99103120977762,60.9
225.80744009000242,239.77697971239857,207.06037766796427,226.04645540242385,228.03508501982756,220.1181500921721,203.85534086699815,245.77225229874912,234.77648945326703,230.22163234587663,61.45
229.88910370002318,232.1055794245369,222.61176967986216,222.14409737825585,227.1783440383348,230.1521236052364,225.0,234.64228092992957,224.80213522117626,224.01785643113357,60.7
136.06616037795732,137.90213921473443,131.70041761513136,132.0340865079923,134.01492454200763,135.36617007214173,132.51792331605563,137.27709204379295,134.7145129523913,134.80726983364065,56.75
128.47178678604885,123.03251602726816,126.82271089990152,126.12692020342051,125.67418191498206,125.0,124.52309022827856,122.54386969571348,121.03718436910204,119.10079764636342,55.85
200.9601950635996,192.83671849520772,201.2063617284504,194.11594473406868,191.637678967368,198.11360377318871,200.00999975001253,183.17205026968497,185.0,190.6856051200509,59.05
246.73872821265815,253.7971631047124,250.95417908454917,249.09837414162303,239.5349661322956,237.48894711122875,242.85180666406413,243.79089400549807,250.92827660508888,250.68905041904003,62.05
257.59852484049674,262.6118809193522,254.6369965264278,252.93675098727746,252.12100269513448,250.39169315294788,250.04999500099976,263.2299375071156,258.897663179875,255.1960031034969,62.3
134.07833531186162,132.07573584879245,129.86531484580476,129.98846102635417,130.77079184588584,131.94695904036593,129.2749008895385,131.50285168010618,129.7112177107285,127.9531164137865,56.3
138.06158046321215,132.9135057095403,137.80058055030102,133.33041663476493,133.41664064126334,139.03237033151672,140.18559127100045,135.91173606425605,130.38404810405294,128.16005617976296,56.2
208.16579930430458,202.0544481074346,199.21094347449886,204.02205763103169,204.26698215815497,207.06037766796427,200.24984394500785,199.44422779313518,199.0226117806718,197.23082923316016,59.95
236.78260071213,228.84929538890876,239.4201328209472,232.42202993692314,228.00219297190984,231.9698256239376,236.29219199965115,211.99292441022652,224.22310318073826,229.31419493786248,61.45
280.223125384041,265.9793225045887,283.6212262860451,283.14837100008185,268.40454541605664,266.69270706189167,273.11719096387907,276.8284667443,270.6806236138819,256.5345980564805,63.15
191.449732305898,195.7268504830137,191.37659209004642,188.21530224718708,185.31055015837603,185.56939402821789,187.87761974221408,198.40362899906845,192.41881404893857,188.692872149427,59.0
79.6303962064738,76.02631123499285,76.02631123499285,78.85429601486528,79.07591289387686,80.02499609497022,77.23341245859852,75.59100475585703,75.43208866258443,74.33034373659251,54.0
117.33712115098105,110.90987332063814,116.60617479361888,113.63538181394031,112.0044641967453,115.67627241573787,116.18089343777659,113.46365056704285,109.00458705944445,106.89246933250256,55.2
107.82393055347221,109.11003620199196,99.85990186255944,106.77546534667972,108.46197490365,105.1189802081432,98.08159868191385,112.2541758688736,108.66922287382015,105.72133181151285,55.25
156.0833110873805,156.18578680533003,153.3786165017797,151.34728276384746,150.63200191194434,153.7010084547268,152.75143207184672,156.0128199860511,152.2005256232711,150.41608956491322,57.15
182.03571078225283,177.65415840897168,181.1573901335521,180.71247881648904,178.05897899291682,176.13914953808538,177.00282483621552,177.04519197086375,178.1937148162078,173.25414857947845,58.65
251.38217916153087,253.23704310388715,254.12595302329902,248.96586111352696,241.6712643240814,245.05101509685693,249.87396823198694,251.31852299422738,249.0180716333656,246.07315985291854,62.6
342.0935544555027,356.06319663790015,343.4020966738555,335.18054836162554,333.5101197864917,336.72540741678523,341.98976592874817,358.66558240232644,349.15469350991117,341.7601498127013,66.35
81.8413098624405,87.55569655939013,77.98717843338096,80.62257748298549,81.00617260431454,81.5659242576212,78.5175139698144,88.76936408468859,84.52810183601666,83.72574275573791,54.25
218.7647137908671,213.35885264033456,220.7917570925147,219.49259668608414,211.51359294381058,204.9634113689563,209.34421415458326,217.1865557533431,217.26481537515457,204.70710783946905,60.5
145.12063946937388,143.60013927569847,145.8012345626744,144.08677940741129,140.2355161861645,139.52060779684126,141.67568598739868,142.35870187663275,142.67795905464862,138.8272307582342,56.85
258.4898450616581,267.02996086581743,265.409118155349,258.5652722234755,250.69702830308938,249.6337316950576,259.18719104153274,270.31278179176064,267.04306768759227,258.3118270617898,62.9
99.47864092356708,94.3716058992322,98.60020283954796,97.50897394599123,95.85405573057407,97.082439194738,97.082439194738,93.1933474020544,93.04837451562494,92.9731143933557,54.5
129.1394595001853,135.00370365289984,128.68954891520912,127.90621564255585,124.48293055676348,123.97580409095958,124.57929201917948,128.89142717807107,131.3202193114221,132.28000604777728,56.4
159.10059710761615,161.01242188104618,158.8238017426859,155.7562197795003,155.36408851468863,156.7322557739791,158.02847844613325,159.17600321656528,157.62296786953354,155.7947367532036,57.65
90.78546139112804,93.2148056909416,92.02173656261871,89.20201791439474,88.75246475450695,89.10667763978184,91.04943712072028,91.48223871331528,89.20201791439474,92.13576938409969,54.6
146.32156368765337,144.02777509911067,146.2908062729849,143.024473430249,143.5687988387449,144.13882197381798,145.4269576110289,143.7358688706476,141.50971698084905,141.06027080648894,56.85
144.9034161087999,146.68674105044394,146.1677118928801,142.07744367069668,140.80127840328726,140.45995870709916,143.05593311708537,143.42245291445826,144.1006592628916,143.96180048887967,56.9
106.4377752492037,110.69326989478628,106.78014796768171,104.92378186092986,103.81714694596457,102.21545871344509,103.4069630150697,109.17875251164944,108.4665847162157,107.56393447619884,55.2
274.14777037211155,278.6431409527247,270.44038160008574,273.18308878845335,266.98689106396216,262.73941462978104,261.627597932634,277.72108310317384,276.56825558982723,270.7508079396994,63.15
225.24875138388668,215.08137994721903,220.6399782451041,219.72937900972642,221.38653978957257,226.9273011340857,224.64416306683776,219.3467574412715,214.7300631024916,208.38905921376968,60.4
271.3595400939499,277.49234223668225,267.4789711360503,263.7366110345699,267.15164233071823,275.87859648765794,274.75807540452746,269.43273743181254,269.675731203236,275.7680184502909,63.05
280.8932181452589,280.02856997099417,274.57785781085846,270.0981303156317,275.5721321178903,276.6604416970377,272.6847997230502,273.35325130680263,271.3300573102803,274.7216773390844,63.2
244.65894629054543,249.3290997858052,242.68704126920326,249.4193256345626,236.4254639415983,230.4886114323222,231.3655116909173,252.40641830191242,252.1150531007619,239.17566765873158,61.9
91.3892772703669,91.67878707749138,90.55385138137414,91.39474820797966,88.60022573334675,87.65842800324451,87.65842800324451,90.13878188659972,91.54780172128659,89.19641248391103,54.4
199.1105220725414,203.06649157357305,200.06249023742558,195.4942454396037,192.10674116230282,192.62658175859326,195.93111034238538,204.15680248279756,197.39554199626699,195.57607215607945,59.3
201.6928357676593,198.2977559126679,199.20090361240838,198.63534428696215,196.57314160383152,193.09324172533852,192.58764238652492,196.02295783912655,196.37973418863768,192.9248558377069,59.45
174.54225849346625,174.0028735394907,172.88724649319855,172.4093964956667,171.40011668607463,168.23792675850473,168.21712160181556,170.32028651925168,172.01162751395614,171.2337583538947,58.3
165.46903033498444,154.20765220960988,165.67739737212196,161.31026005806325,160.02812252851058,162.18816233005415,163.8108665504215,148.6001345894411,150.98675438593943,152.620444239951,58.2
137.78606605894515,138.67948658687772,139.6710420953463,135.72398461583714,132.90974381135493,132.82319074619465,136.1800279042415,139.05394636614955,135.5322839769182,133.71985641631537,56.55
124.61942063739504,126.24183141890805,124.48293055676348,120.95040305844375,120.44085685513866,124.32618388738553,125.25573839150046,120.5404496424333,121.396046064112,124.95199078045937,56.15
107.54068997360952,110.01818031580055,107.0420478129973,107.5174404457249,105.08092119885514,101.965680500843,102.34256201600584,108.45275469069469,109.38464243210743,106.62551289442881,55.2
219.23731434224428,238.39882550046258,208.3866598417471,211.8962010041709,221.35943621178654,221.06333933965627,212.40762698170704,244.6242015827543,231.62469643800938,228.32433072276814,60.8
105.09519494249012,107.78682665335316,103.17460927960909,101.3903348450926,101.24228365658294,103.58571330062848,102.61578825892242,106.53168542738823,105.1094667477673,103.7304198391195,54.95
236.57979626333267,236.3154671196957,236.6030430911657,228.40534144367115,227.771815640127,235.64804263986576,238.17010727629108,234.01922997907675,227.43790361327203,228.40534144367115,60.75
192.77447963877376,186.4537476158632,191.91925385432282,187.8004259846074,187.41664813991315,190.68822721919673,191.65855055279945,183.88311504866346,182.4280680158621,183.60010893242958,59.0
168.25278600962304,169.04733065032408,164.83021567661675,165.74679484080528,164.12495239907915,166.09033686521317,164.40194646049662,167.80047675736802,166.57130605239308,165.14841809717706,57.95
127.47156545677156,128.9961239727768,125.67020331009256,127.34991166074673,123.45444503945576,124.88794977899187,124.34226956268732,128.6001555209013,128.37834708392222,125.39936203984452,56.15
101.0198000393982,100.31948963187565,93.91485505499115,101.65136496870072,100.96038827183659,98.38699100999077,92.11405973031479,97.94386147176351,102.18121158021177,97.8008179924892,55.05
155.30936868070773,157.41982086128797,156.82155464093574,153.11433636338563,150.78461459976612,152.8201557386983,155.97435686676192,158.09174551506476,154.8709139896837,152.76452467768817,57.35
145.89036979869508,143.20963654726592,149.2648652563623,144.69968901141425,138.351002887583,140.61649974309557,145.45446022724775,145.71547618561314,143.1258187749506,136.0588108135596,56.7
136.85028315644803,135.5949851580065,138.67948658687772,133.70115930686615,130.97327971765844,133.77593206552515,136.82105101189654,137.87675656179326,133.41664064126334,130.17296186228538,56.25
170.0,177.65415840897168,169.81166037701888,173.01156030739682,164.75739740600417,160.75136080294936,162.20049321749917,179.49373248110925,178.70926109186397,172.15400082484288,58.35
147.56693396557372,143.2934052913811,143.8401890988746,143.1258187749506,144.4749113168096,146.03081866510234,143.58621103713267,147.16657229140048,140.18559127100045,138.27870407260838,56.85
94.02127418834527,91.04943712072028,94.04786015641186,92.13576938409969,90.44888059008801,91.35097153287424,92.19544457292886,88.50988645343523,90.52071586106683,90.50966799187808,54.7
