10-19,bmi
203.08126452235814,59.9
98.97979591815695,54.7
305.8120337723812,64.25
186.9545399288287,58.7
126.49110640673516,56.45
103.35376142163379,54.8
269.45314991664134,63.25
204.08331631958552,59.15
191.26944345608368,58.95
265.51459470243816,62.85
125.7179382586272,55.9
405.4232356439379,68.7
186.62529303392932,58.85
331.5448687583628,65.65
158.31929762350515,57.5
181.24568960391858,58.35
225.41073621280773,61.1
150.11995203836162,57.5
169.1685549976709,58.1
171.81967291320282,58.65
236.4254639415983,61.35
182.23611058184932,58.6
250.69702830308938,61.8
95.41488353501249,54.6
224.53730202351682,60.9
225.80744009000242,61.45
229.88910370002318,60.7
136.06616037795732,56.75
128.47178678604885,55.85
200.9601950635996,59.05
246.73872821265815,62.05
257.59852484049674,62.3
134.07833531186162,56.3
138.06158046321215,56.2
208.16579930430458,59.95
236.78260071213,61.45
280.223125384041,63.15
191.449732305898,59.0
79.6303962064738,54.0
117.33712115098105,55.2
107.82393055347221,55.25
156.0833110873805,57.15
182.03571078225283,58.65
251.38217916153087,62.6
342.0935544555027,66.35
81.8413098624405,54.25
218.7647137908671,60.5
145.12063946937388,56.85
258.4898450616581,62.9
99.47864092356708,54.5
129.1394595001853,56.4
159.10059710761615,57.65
90.78546139112804,54.6
146.32156368765337,56.85
144.9034161087999,56.9
106.4377752492037,55.2
274.14777037211155,63.15
225.24875138388668,60.4
271.3595400939499,63.05
280.8932181452589,63.2
244.65894629054543,61.9
91.3892772703669,54.4
199.1105220725414,59.3
201.6928357676593,59.45
174.54225849346625,58.3
165.46903033498444,58.2
137.78606605894515,56.55
124.61942063739504,56.15
107.54068997360952,55.2
219.23731434224428,60.8
105.09519494249012,54.95
236.57979626333267,60.75
192.77447963877376,59.0
168.25278600962304,57.95
127.47156545677156,56.15
101.0198000393982,55.05
155.30936868070773,57.35
145.89036979869508,56.7
136.85028315644803,56.25
170.0,58.35
147.56693396557372,56.85
94.02127418834527,54.7
104.47966309287182,55.2
170.55790805471318,57.95
121.01652779682615,55.55
241.60298011407062,61.95
179.78042162593792,58.3
250.10797668207226,62.1
364.7423748346221,66.8
198.3053201505194,59.4
190.24720760105785,59.35
321.67219338948155,65.65
319.5559418943732,65.5
395.83456140160376,68.95
91.18113840043894,54.25
174.92855684535903,58.4
326.4613300224086,65.7
279.06271696520116,63.4
141.0319112825179,56.9
326.5884260043518,65.6
120.7393887677091,55.8
371.61808352124086,67.65
411.1800092416945,69.15
126.57408897558771,56.05
327.98323127867377,65.6
271.64867016055865,62.85
163.71010964506743,57.85
143.17821063276355,56.65
233.0021459128649,60.75
97.59098319004681,54.95
219.85904575431962,60.7
274.15506561068685,62.5
133.76471881628578,56.35
227.62249449472256,61.0
199.1230775173988,59.5
87.92041856133307,54.25
118.96217886370441,55.9
198.4943324127921,59.9
197.9520143873257,59.2
213.33541665649426,60.4
305.8954069612684,65.2
125.93649193144932,56.25
179.97777640586628,58.95
149.0,57.1
294.71511668049874,64.15
176.50212463310464,57.95
215.7452201092761,59.7
150.4460036026215,57.25
370.6116565894818,67.6
340.87241014784405,66.2
96.15092303249097,54.75
124.90796611905905,55.9
97.24710792614864,54.65
202.5882523741197,59.35
263.68541863364385,62.55
107.35455276791944,55.2
413.4017416509031,69.35
102.88342918079664,54.65
96.93296652842108,54.65
270.49029557453633,63.2
111.48542505637228,55.35
237.60681808399357,61.2
398.1017457886865,69.75
235.30618351416095,60.75
141.8344104933637,56.8
95.63472172804184,54.75
109.60383204979652,54.9
170.06175348972505,58.7
189.17187951701493,58.8
241.49534156997726,61.45
309.4915184621382,64.9
123.54756169184401,55.95
133.76471881628578,56.3
200.53179299053804,59.35
160.80111939908875,58.0
103.46980235798269,54.85
173.11845655504212,58.05
171.49344010777787,58.1
242.24987100099762,63.15
324.2298567374695,65.1
368.9783191462609,66.95
110.30865786510141,55.2
193.20455481173317,58.9
345.89160151700713,66.35
84.05950273467003,54.15
130.24976007655442,55.95
178.46568297574746,58.45
189.84203960134857,59.15
195.0717816599828,59.0
293.61539469176336,64.3
238.62313383240948,61.3
329.6209944769902,65.3
107.56393447619884,55.25
327.0856157032896,65.05
196.7739820199815,59.25
206.24257562394826,60.3
103.4069630150697,55.0
364.0453268481825,66.85
195.0179478919825,58.95
191.85932346383382,59.35
262.96767862229757,62.4
160.15305179733542,57.65
82.76472678623425,54.05
82.46211251235322,54.1
237.22773868163054,61.5
146.32156368765337,56.95
322.665461430256,64.65
100.70253224224304,54.75
367.1797924722983,67.1
196.32880583347927,59.25
241.30685858466597,61.5
207.3475343475297,60.05
336.88276892711514,65.35
248.1632527188504,62.15
283.494268019655,63.75
156.26259949200897,57.4
161.91355718407274,57.8
312.3203483604615,64.9
177.22866585290313,58.3
136.61625086350452,56.6
352.88099977187784,66.95
149.37536610833797,57.1
131.20975573485381,56.85
379.6853960847058,67.85
370.32553247109496,67.65
119.50732195141852,55.65
161.13658802394943,58.65
140.8900280360537,56.55
363.4556369077249,67.55
322.001552791287,65.1
124.48293055676348,55.9
175.82377541163197,58.2
164.58432489152787,57.6
265.2772134956186,63.7
254.95097567963924,61.8
156.0833110873805,57.15
165.4841382127,57.55
101.21264743103994,54.75
88.76936408468859,54.25
85.44003745317532,54.3
340.73156589902266,66.25
130.97327971765844,56.2
175.31685600648902,58.05
276.7959537276512,62.7
195.24855953373898,59.45
272.9688626931651,63.6
169.49926253526885,57.55
375.31053808812777,67.9
390.36009017316314,68.75
169.729196074217,58.25
97.06183596038144,54.9
344.4009291508953,68.75
410.7578362003578,69.85
376.12364988125915,67.9
390.53040854714493,68.6
174.25555945220225,58.55
325.38285142275095,65.2
239.01882771028733,61.3
203.3937068839644,59.8
330.26050323948823,66.2
104.1009125800538,54.9
142.46754016266303,56.7
226.1083810919003,60.95
223.22410264126947,60.2
146.29422408283932,56.85
226.29184695874488,60.7
105.55093557141028,54.95
183.48024416813928,58.6
144.9310180741169,57.1
303.4007251144928,64.75
221.14474897677312,60.95
129.7112177107285,56.15
250.40966435024032,62.25
165.60495161679194,57.85
140.45995870709916,56.6
239.41595602632668,60.9
92.34717104492157,54.4
139.60659010233005,56.55
174.4706279005151,58.15
242.39636960977776,61.8
222.72853431924702,60.4
95.524865872714,54.5
355.79347942310585,66.8
300.647634283059,63.95
358.9540360547573,67.4
93.72299611087985,54.05
174.88853593074646,58.6
358.09635574800257,67.85
368.8807395351511,67.0
161.01242188104618,57.4
86.35392289873111,54.1
115.95257651298657,55.55
139.43098651304166,56.35
230.8354392202376,61.35
259.47061490658245,61.7
154.74172029546523,57.35
119.23086848631105,55.7
97.50897394599123,54.6
94.3716058992322,54.4
173.5655495770978,58.15
95.63472172804184,54.75
279.7320146139873,63.35
320.78965070587924,65.0
304.7113388110131,64.25
201.1889659002203,58.8
398.58876050385567,67.75
99.32774033471212,54.9
215.3346233191495,60.1
134.52509059651288,57.05
108.72442227944923,55.1
348.62157133487887,66.8
152.2005256232711,57.1
95.29428104561156,54.4
240.33310217279686,61.4
218.89266776207924,60.35
118.96217886370441,55.75
128.4445405612866,56.25
124.77579893553076,55.85
142.07744367069668,56.75
122.7762191957384,55.9
330.54197917964973,65.3
257.65092664300664,62.1
171.29214809792072,58.15
258.58847615468096,63.2
254.95097567963924,62.15
335.85860119996926,66.0
192.26284092356482,59.25
207.76188293332345,59.95
251.34040662018512,61.55
189.69449122207,58.9
108.68762579061149,55.35
372.9772111000885,67.15
176.70597047072292,58.1
171.32717239247253,58.0
156.0128199860511,57.6
162.8158468945821,57.85
198.21705274773913,59.75
93.2952303175248,54.75
389.46373387004854,68.8
339.6954518388493,65.9
323.6309626719916,66.5
170.57842770995398,58.25
192.30184606498193,58.95
147.58048651498612,57.1
161.9660458244258,57.75
91.9238815542512,54.3
118.68024266911488,55.7
141.15594213493102,56.85
134.40610105199838,56.5
314.5313974788527,64.65
164.83021567661675,57.8
113.59577456930342,55.3
211.15160430363773,60.55
239.77072381756702,61.25
174.1522322567242,58.1
210.6395024680793,59.85
199.32385707686882,59.15
89.00561780022652,54.3
383.8880045013129,67.8
216.06017680266763,60.3
83.7615663654877,54.05
428.5148772213165,69.8
284.6770099604111,63.65
130.18832512940628,56.0
127.90621564255585,56.1
117.64352935882195,56.2
134.61797799699713,56.35
183.21571984958058,58.85
131.84839779079607,56.2
248.8473427625861,61.0
186.9438418349211,58.9
158.05062480104274,58.0
121.64292005702593,55.75
204.31348462595415,59.55
231.69160537231383,60.95
163.24827717314508,57.75
380.4904729424904,68.1
275.60116110060204,62.95
367.83827968279763,67.15
177.67385851610248,58.45
182.22239159883728,58.85
114.54256850621084,55.35
430.09068811124007,69.8
127.78106275970629,56.0
328.0243893371345,66.45
86.76981041814025,54.1
340.59506749217616,66.5
144.89996549343962,56.75
93.62157870918436,54.55
263.0684321616716,62.45
237.35627229968037,60.75
126.05157674539421,55.6
174.7512517837855,58.5
210.98341167020686,60.3
361.9019204149102,67.9
257.1244834705556,62.0
231.2336480705176,60.7
105.84894897919392,55.0
248.8634163552369,61.9
231.26175645791503,60.8
105.55093557141028,55.05
98.2700361249552,54.85
137.59360450253493,56.3
421.09975065297766,69.55
93.53608929178085,54.4
236.5776828020766,61.35
105.60303025955268,55.2
174.64249196572982,58.35
176.81911661356077,58.6
91.23595782365636,54.35
140.80127840328726,56.5
310.3868553917836,64.6
219.22819161777528,60.35
105.67875850898324,55.05
408.83248403227446,68.9
134.6291201783626,56.5
89.06739021662193,54.1
88.29496021857645,54.3
184.70787747142785,58.65
230.90257685872632,60.95
298.187860249206,64.3
259.9884612824192,62.55
127.1416532848303,23.0053758361935
142.35870187663275,23.091123601042398
89.47066558375433,22.7882724353751
115.69356075426151,22.9466925984295
151.15885683611134,23.1523022133702
250.88842141477954,23.6466675055377
206.30559856678641,23.417883117350996
207.460839678239,23.476222162797495
113.17685275708986,22.940756531490106
175.13708916160505,23.3017137884067
189.69449122207,23.3274625225898
232.55106965997814,23.518978337127106
141.6827441857335,23.113535391941
252.38462710712002,23.65108162888
129.1394595001853,23.022742447740196
235.5674001214939,23.5608926080678
176.47662734764626,23.2651965031173
154.54772725601632,23.135758279542397
109.25200226998129,22.904879071799503
161.75598906995683,23.2066927700101
202.1806123247232,23.388134943642502
281.81021982887705,23.733082556887894
261.83964558485025,23.7288542868128
104.65658125507444,22.8746370840822
105.30906893520614,22.8928199791883
166.96406799069075,23.244081660739607
194.24983912477248,23.3427788244035
172.5688268488837,23.2334561768947
149.88328792764054,23.1412846287914
148.03377992877162,23.1246703720232
149.34523762075574,23.1302202003045
282.55441953719287,23.681703540414706
152.10851389715177,23.1523022133702
143.7567389724739,23.107950201859197
126.19429464123962,23.045728373958106
174.26416728633572,23.2387746060042
85.47514258543241,22.7757293316314
132.5481044753187,23.0685216752238
179.12007146045917,23.3120466240932
150.3761949245957,23.1302202003045
112.307613277106,22.9348080670442
235.49097647256042,23.5746790299777
194.9974358805777,23.3731145580931
267.4471910489994,23.703281642090996
98.11218069128829,22.8379299290025
101.51354589413178,22.880710644031602
91.706052144883,22.813203829050398
82.76472678623425,22.7757293316314
230.4886114323222,23.5236768318049
112.20071301021221,22.940756531490106
246.05893602956183,23.5746790299777
84.8528137423857,22.800763878126197
95.80187889597993,22.856340587052802
105.84894897919392,22.8928199791883
162.36070953281768,23.259934762371802
223.80571931923458,23.4810148032358
158.35403373454054,23.157793486638198
367.30641159663963,24.0167061500358
88.10221336606703,22.794524603787398
394.97468273295686,24.1556027203868
137.20058308913997,23.022742447740196
124.39051410778879,22.9937372429274
92.78469701410894,22.825592456697105
263.7062759966095,23.677358544803198
131.18307817702708,23.0169657212498
113.44161493913951,22.922873864552802
237.19190542680835,23.5654983051375
271.4129694764051,23.681703540414706
106.6770828247567,22.880710644031602
202.48456731316588,23.422803419964104
191.10729970359586,23.363046462396106
174.89711261195825,23.244081660739607
211.69789795838787,23.4277129897868
250.88842141477954,23.711844630960893
142.07744367069668,23.1191087756098
90.24965373894794,22.819404547773104
211.51359294381058,23.456945983563
89.88882021697692,22.800763878126197
103.39245620450264,22.904879071799503
87.23531395025755,22.7882724353751
229.88910370002318,23.4810148032358
148.94629904767692,23.107950201859197
202.35612172603032,23.447244285563198
252.23203603031868,23.601977023905395
203.08126452235814,23.4277129897868
98.97979591815695,22.856340587052802
305.8120337723812,23.815646509084893
186.9545399288287,23.306885775216
126.49110640673516,23.0628413400103
103.35376142163379,22.868550901722003
269.45314991664134,23.733082556887894
204.08331631958552,23.352934598260894
191.26944345608368,23.332578999036304
265.51459470243816,23.6989855533284
125.7179382586272,22.9995626380128
405.4232356439379,24.1394055943687
186.62529303392932,23.3223349798664
331.5448687583628,23.9249946861184
158.31929762350515,23.1796422272613
181.24568960391858,23.270446961078
225.41073621280773,23.5423672062146
150.11995203836162,23.1796422272613
169.1685549976709,23.244081660739607
171.81967291320282,23.3017137884067
236.4254639415983,23.5654983051375
182.23611058184932,23.2965306456717
250.69702830308938,23.606491250319
95.41488353501249,22.8440795342151
224.53730202351682,23.5236768318049
225.80744009000242,23.5746790299777
229.88910370002318,23.5048204243336
136.06616037795732,23.096744325653898
128.47178678604885,22.9937372429274
200.9601950635996,23.3427788244035
246.73872821265815,23.6289114678381
257.59852484049674,23.65108162888
134.07833531186162,23.045728373958106
138.06158046321215,23.034259567415
208.16579930430458,23.432611844061494
236.78260071213,23.5746790299777
280.223125384041,23.7246163745499
191.449732305898,23.3376844270401
79.6303962064738,22.769438353853893
117.33712115098105,22.9168880858752
107.82393055347221,22.922873864552802
156.0833110873805,23.1412846287914
182.03571078225283,23.3017137884067
251.38217916153087,23.677358544803198
342.0935544555027,23.9770261422763
81.8413098624405,22.800763878126197
218.7647137908671,23.4857969157908
145.12063946937388,23.107950201859197
258.4898450616581,23.703281642090996
99.47864092356708,22.831767576795396
129.1394595001853,23.057149024404602
159.10059710761615,23.1959071395212
90.78546139112804,22.8440795342151
146.32156368765337,23.107950201859197
144.9034161087999,23.113535391941
106.4377752492037,22.9168880858752
274.14777037211155,23.7246163745499
225.24875138388668,23.476222162797495
271.3595400939499,23.7161115620182
280.8932181452589,23.7288542868128
244.65894629054543,23.615489472031694
91.3892772703669,22.819404547773104
199.1105220725414,23.3680859724887
201.6928357676593,23.3831390261345
174.54225849346625,23.2651965031173
165.46903033498444,23.254661720589198
137.78606605894515,23.0741900495157
124.61942063739504,23.0285070565559
107.54068997360952,22.9168880858752
219.23731434224428,23.514269448776002
105.09519494249012,22.8867716022021
236.57979626333267,23.509550150079
192.77447963877376,23.3376844270401
168.25278600962304,23.2281263549949
127.47156545677156,23.0285070565559
101.0198000393982,22.8988557955475
155.30936868070773,23.1632731057941
145.89036979869508,23.091123601042398
136.85028315644803,23.04
170.0,23.270446961078
147.56693396557372,23.107950201859197
94.02127418834527,22.856340587052802
104.47966309287182,22.9168880858752
170.55790805471318,23.2281263549949
121.01652779682615,22.958527620648304
241.60298011407062,23.619973499495398
179.78042162593792,23.2651965031173
250.10797668207226,23.6333654407128
364.7423748346221,24.0095693229589
198.3053201505194,23.378132236791394
190.24720760105785,23.3731145580931
321.67219338948155,23.9249946861184
319.5559418943732,23.913618897235303
395.83456140160376,24.1556027203868
91.18113840043894,22.800763878126197
174.92855684535903,23.275686154474002
326.4613300224086,23.928768753762803
279.06271696520116,23.745709667125602
141.0319112825179,23.113535391941
326.5884260043518,23.9212116968891
120.7393887677091,22.9878996310401
371.61808352124086,24.0691462275349
411.1800092416945,24.1684155856048
126.57408897558771,23.0169657212498
327.98323127867377,23.9212116968891
271.64867016055865,23.6989855533284
163.71010964506743,23.217432458994
143.17821063276355,23.085490993041898
233.0021459128649,23.509550150079
97.59098319004681,22.8867716022021
219.85904575431962,23.5048204243336
274.15506561068685,23.6686390532544
133.76471881628578,23.0514447089009
227.62249449472256,23.533042706685706
199.1230775173988,23.388134943642502
87.92041856133307,22.800763878126197
118.96217886370441,22.9995626380128
198.4943324127921,23.4277129897868
197.9520143873257,23.357996010201802
213.33541665649426,23.476222162797495
305.8954069612684,23.8906249083948
125.93649193144932,23.04
179.97777640586628,23.332578999036304
149.0,23.135758279542397
294.71511668049874,23.807559948707
176.50212463310464,23.2281263549949
215.7452201092761,23.4080102446313
150.4460036026215,23.1523022133702
370.6116565894818,24.0657093545833
340.87241014784405,23.9660218286292
96.15092303249097,22.8624520762812
124.90796611905905,22.9995626380128
97.24710792614864,22.8502164132916
202.5882523741197,23.3731145580931
263.68541863364385,23.6730037209761
107.35455276791944,22.9168880858752
413.4017416509031,24.181100578297897
102.88342918079664,22.8502164132916
96.93296652842108,22.8502164132916
270.49029557453633,23.7288542868128
111.48542505637228,22.9348080670442
237.60681808399357,23.551650462720694
398.1017457886865,24.206090130812697
235.30618351416095,23.509550150079
141.8344104933637,23.1023531861724
95.63472172804184,22.8624520762812
109.60383204979652,22.880710644031602
170.06175348972505,23.306885775216
189.17187951701493,23.317196353000107
241.49534156997726,23.5746790299777
309.4915184621382,23.8673051385315
123.54756169184401,23.0053758361935
133.76471881628578,23.045728373958106
200.53179299053804,23.3731145580931
160.80111939908875,23.2334561768947
103.46980235798269,22.8746370840822
173.11845655504212,23.2387746060042
171.49344010777787,23.244081660739607
242.24987100099762,23.7246163745499
324.2298567374695,23.882888002462398
368.9783191462609,24.020261691692
110.30865786510141,22.9168880858752
193.20455481173317,23.3274625225898
345.89160151700713,23.9770261422763
84.05950273467003,22.7882724353751
130.24976007655442,23.0053758361935
178.46568297574746,23.280914101492602
189.84203960134857,23.352934598260894
195.0717816599828,23.3376844270401
293.61539469176336,23.819675793097
238.62313383240948,23.5608926080678
329.6209944769902,23.8983256166994
107.56393447619884,22.922873864552802
327.0856157032896,23.879005939558606
196.7739820199815,23.363046462396106
206.24257562394826,23.4666052306012
103.4069630150697,22.8928199791883
364.0453268481825,24.013142031628604
195.0179478919825,23.332578999036304
191.85932346383382,23.3731145580931
262.96767862229757,23.659880123274004
160.15305179733542,23.1959071395212
82.76472678623425,22.7757293316314
82.46211251235322,22.7820073517243
237.22773868163054,23.5792540904255
146.32156368765337,23.1191087756098
322.665461430256,23.8476208954957
100.70253224224304,22.8624520762812
367.1797924722983,24.0308769909188
196.32880583347927,23.363046462396106
241.30685858466597,23.5792540904255
207.3475343475297,23.4423774747836
336.88276892711514,23.902162432475706
248.1632527188504,23.6378094273403
283.494268019655,23.774838296136604
156.26259949200897,23.168741089721998
161.91355718407274,23.2120683478951
312.3203483604615,23.8673051385315
177.22866585290313,23.2651965031173
136.61625086350452,23.0798464823215
352.88099977187784,24.020261691692
149.37536610833797,23.135758279542397
131.20975573485381,23.107950201859197
379.6853960847058,24.082810082374
370.32553247109496,24.0691462275349
119.50732195141852,22.970313295054307
161.13658802394943,23.3017137884067
140.8900280360537,23.0741900495157
363.4556369077249,24.062264091630396
322.001552791287,23.882888002462398
124.48293055676348,22.9995626380128
175.82377541163197,23.254661720589198
164.58432489152787,23.190497049653395
265.2772134956186,23.7707056093268
254.95097567963924,23.606491250319
156.0833110873805,23.1412846287914
165.4841382127,23.185075418472
101.21264743103994,22.8624520762812
88.76936408468859,22.800763878126197
85.44003745317532,22.806990279517894
340.73156589902266,23.969698682797198
130.97327971765844,23.034259567415
175.31685600648902,23.2387746060042
276.7959537276512,23.6860387234623
195.24855953373898,23.3831390261345
272.9688626931651,23.7624117502884
169.49926253526885,23.185075418472
375.31053808812777,24.0862052024075
390.36009017316314,24.1426611796982
169.729196074217,23.259934762371802
97.06183596038144,22.880710644031602
344.4009291508953,24.1426611796982
410.7578362003578,24.2122588382327
376.12364988125915,24.0862052024075
390.53040854714493,24.1328700948007
174.25555945220225,23.2913363289851
325.38285142275095,23.8906249083948
239.01882771028733,23.5608926080678
203.3937068839644,23.417883117350996
330.26050323948823,23.9660218286292
104.1009125800538,22.880710644031602
142.46754016266303,23.091123601042398
226.1083810919003,23.528364949453106
223.22410264126947,23.456945983563
146.29422408283932,23.107950201859197
226.29184695874488,23.5048204243336
105.55093557141028,22.8867716022021
183.48024416813928,23.2965306456717
144.9310180741169,23.135758279542397
303.4007251144928,23.855522115865107
221.14474897677312,23.528364949453106
129.7112177107285,23.0285070565559
250.40966435024032,23.6466675055377
165.60495161679194,23.217432458994
140.45995870709916,23.0798464823215
239.41595602632668,23.5236768318049
92.34717104492157,22.819404547773104
139.60659010233005,23.0741900495157
174.4706279005151,23.249377359484402
242.39636960977776,23.606491250319
222.72853431924702,23.476222162797495
95.524865872714,22.831767576795396
355.79347942310585,24.0095693229589
300.647634283059,23.7912744431395
358.9540360547573,24.0518778307347
93.72299611087985,22.7757293316314
174.88853593074646,23.2965306456717
358.09635574800257,24.082810082374
368.8807395351511,24.023808670085
161.01242188104618,23.168741089721998
86.35392289873111,22.7820073517243
115.95257651298657,22.958527620648304
139.43098651304166,23.0514447089009
230.8354392202376,23.5654983051375
259.47061490658245,23.597452698963398
154.74172029546523,23.1632731057941
119.23086848631105,22.9761876770909
97.50897394599123,22.8440795342151
94.3716058992322,22.819404547773104
173.5655495770978,23.249377359484402
95.63472172804184,22.8624520762812
279.7320146139873,23.7415102317571
320.78965070587924,23.8751147842057
304.7113388110131,23.815646509084893
201.1889659002203,23.317196353000107
398.58876050385567,24.0759948560882
99.32774033471212,22.880710644031602
215.3346233191495,23.447244285563198
134.52509059651288,23.1302202003045
108.72442227944923,22.904879071799503
348.62157133487887,24.0095693229589
152.2005256232711,23.135758279542397
95.29428104561156,22.819404547773104
240.33310217279686,23.570093773656502
218.89266776207924,23.4714189775659
118.96217886370441,22.982049782417693
128.4445405612866,23.04
124.77579893553076,22.9937372429274
142.07744367069668,23.096744325653898
122.7762191957384,22.9995626380128
330.54197917964973,23.8983256166994
257.65092664300664,23.6333654407128
171.29214809792072,23.249377359484402
258.58847615468096,23.7288542868128
254.95097567963924,23.6378094273403
335.85860119996926,23.9512265931195
192.26284092356482,23.363046462396106
207.76188293332345,23.432611844061494
251.34040662018512,23.5838189712953
189.69449122207,23.3274625225898
108.68762579061149,22.9348080670442
372.9772111000885,24.0343983602205
176.70597047072292,23.244081660739607
171.32717239247253,23.2334561768947
156.0128199860511,23.190497049653395
162.8158468945821,23.217432458994
198.21705274773913,23.412952064674602
93.2952303175248,22.8624520762812
389.46373387004854,24.145908672311894
339.6954518388493,23.943776089723396
323.6309626719916,23.9879519158798
170.57842770995398,23.259934762371802
192.30184606498193,23.332578999036304
147.58048651498612,23.135758279542397
161.9660458244258,23.2066927700101
91.9238815542512,22.806990279517894
118.68024266911488,22.9761876770909
141.15594213493102,23.107950201859197
134.40610105199838,23.0685216752238
314.5313974788527,23.8476208954957
164.83021567661675,23.2120683478951
113.59577456930342,22.928847184831
211.15160430363773,23.490568517342602
239.77072381756702,23.5562766660657
174.1522322567242,23.244081660739607
210.6395024680793,23.422803419964104
199.32385707686882,23.352934598260894
89.00561780022652,22.806990279517894
383.8880045013129,24.0794066379608
216.06017680266763,23.4666052306012
83.7615663654877,22.7757293316314
428.5148772213165,24.209178400141
284.6770099604111,23.766563432406997
130.18832512940628,23.0111768573307
127.90621564255585,23.022742447740196
117.64352935882195,23.034259567415
134.61797799699713,23.0514447089009
183.21571984958058,23.3223349798664
131.84839779079607,23.034259567415
248.8473427625861,23.533042706685706
186.9438418349211,23.3274625225898
158.05062480104274,23.2334561768947
121.64292005702593,22.982049782417693
204.31348462595415,23.393120006803798
231.69160537231383,23.528364949453106
163.24827717314508,23.2066927700101
380.4904729424904,24.099702699555998
275.60116110060204,23.707567996139
367.83827968279763,24.0343983602205
177.67385851610248,23.280914101492602
182.22239159883728,23.3223349798664
114.54256850621084,22.9348080670442
430.09068811124007,24.209178400141
127.78106275970629,23.0111768573307
328.0243893371345,23.9843186951087
86.76981041814025,22.7820073517243
340.59506749217616,23.9879519158798
144.89996549343962,23.096744325653898
93.62157870918436,22.8379299290025
263.0684321616716,23.664264525931696
237.35627229968037,23.509550150079
126.05157674539421,22.964426616266106
174.7512517837855,23.2861308202888
210.98341167020686,23.4666052306012
361.9019204149102,24.0862052024075
257.1244834705556,23.6244474927603
231.2336480705176,23.5048204243336
105.84894897919392,22.8928199791883
248.8634163552369,23.615489472031694
231.26175645791503,23.514269448776002
105.55093557141028,22.8988557955475
98.2700361249552,22.8746370840822
137.59360450253493,23.045728373958106
421.09975065297766,24.193658495987602
93.53608929178085,22.819404547773104
236.5776828020766,23.5654983051375
105.60303025955268,22.9168880858752
174.64249196572982,23.270446961078
176.81911661356077,23.2965306456717
91.23595782365636,22.813203829050398
140.80127840328726,23.0685216752238
310.3868553917836,23.8436564800857
219.22819161777528,23.4714189775659
105.67875850898324,22.8988557955475
408.83248403227446,24.1523794300249
134.6291201783626,23.0685216752238
89.06739021662193,22.7820073517243
88.29496021857645,22.806990279517894
184.70787747142785,23.3017137884067
230.90257685872632,23.528364949453106
298.187860249206,23.819675793097
259.9884612824192,23.6730037209761
