Unnamed: 0,bmi,gender,name,width,length,height,weight
110,25.5472972973,Male,img_110.bmp,119,115,155,61.3773817567632
111,28.4301470588,Male,img_111.bmp,88,92,155,68.303428308767
112,39.1911651235,Male,img_112.bmp,845,769,177,122.782001215413
113,35.1228780864,Male,img_113.bmp,925,966,184,118.912016049316
114,34.0789473684,Male,img_114.bmp,200,196,158,85.0746842104738
115,25.5592105263,Male,img_115.bmp,82,87,154,60.6162236841731
116,39.1554054054,Male,img_116.bmp,69,68,154,92.8609594594466
117,28.2432432432,Male,img_117.bmp,67,68,154,66.9816756755731
118,33.8112792969,Female,img_118.bmp,48,45,153,79.1488237061132
119,51.6911764706,Female,img_119.bmp,116,113,155,124.188051470617
120,35.8009259259,Male,img_120.bmp,391,374,164,96.2901703703006
121,23.8672839506,Male,img_121.bmp,416,403,165,64.9786805555085
122,38.0082179931,Female,img_122.bmp,55,57,153,88.9734375000478
123,32.5350346021,Female,img_123.bmp,53,56,153,76.1612625000559
124,38.0082179931,Female,img_124.bmp,61,62,154,90.1402897924359
125,29.7984429066,Female,img_125.bmp,59,61,154,70.6699871972926
126,36.6059171598,Female,img_126.bmp,250,255,160,93.711147929088
127,29.6175147929,Female,img_127.bmp,246,257,160,75.820837869824
128,43.2315016862,Male,img_128.bmp,79,68,154,102.527829398992
129,32.074985122,Male,img_129.bmp,94,89,154,76.0690347153352
130,38.312283737,Female,img_130.bmp,62,66,154,90.8614121106692
131,26.9098183391,Female,img_131.bmp,52,60,154,63.8193251730096
132,36.9587881488,Female,img_132.bmp,131,112,155,88.793488527492
133,30.6945867677,Female,img_133.bmp,124,119,155,73.7437447093992
134,47.0565200617,Male,img_134.bmp,115,101,155,113.053289448234
135,37.2926311728,Male,img_135.bmp,83,81,154,88.4432040894125
136,42.0825456837,Male,img_136.bmp,127,126,156,102.412083175852
137,37.8004620878,Male,img_137.bmp,139,133,156,91.9912045368701
138,54.0287369125,Female,img_138.bmp,493,458,167,150.680744375271
139,46.5116952551,Female,img_139.bmp,452,437,166,128.167627444954
140,34.9675605536,Male,img_140.bmp,217,223,159,88.4014898355562
141,32.5350346021,Male,img_141.bmp,199,210,159,82.251820977569
142,43.3293685121,Female,img_142.bmp,158,156,157,106.802560445475
143,24.3252595156,Female,img_143.bmp,134,138,156,59.1979515571642
144,31.6342169748,Female,img_144.bmp,73,72,154,75.0237089774357
145,26.936065939,Female,img_145.bmp,44,50,153,63.0546367566051
146,37.597110152,Male,img_146.bmp,258,221,159,95.0492541752712
147,23.7455432539,Male,img_147.bmp,384,408,165,64.6472415087428
148,47.4633487654,Male,img_148.bmp,322,330,163,126.105371334791
149,31.8682484568,Male,img_149.bmp,248,255,160,81.582716049408
150,29.5628858025,Male,img_150.bmp,238,208,158,73.800788117361
151,27.1219135802,Male,img_151.bmp,245,236,159,68.5669097221036
152,38.2434362529,Male,img_152.bmp,58,58,153,89.5240599244136
153,27.0214240706,Male,img_153.bmp,61,62,154,64.084009325835
154,59.4894222222,Male,img_154.bmp,202,193,158,148.5093936355
155,34.4938666667,Male,img_155.bmp,152,152,157,85.0239319467488
156,37.7587890625,Female,img_156.bmp,202,187,158,94.261041015625
157,25.7446289062,Female,img_157.bmp,159,155,157,63.4579357908924
158,28.6456626759,Male,img_158.bmp,131,134,156,69.7120846880703
159,25.2495274102,Male,img_159.bmp,135,145,156,61.4472499054627
160,25.8218549128,Male,img_160.bmp,230,253,160,66.103948576768
161,19.3663911846,Male,img_161.bmp,232,246,160,49.577961432576
162,34.4043268221,Male,img_162.bmp,266,229,159,86.977578638951
163,28.0550304558,Male,img_163.bmp,338,353,163,74.539410418015
164,29.527027027,Male,img_164.bmp,117,109,155,70.9386824323675
165,25.6756756757,Male,img_165.bmp,90,90,155,61.6858108108692
166,36.4878892734,Male,img_166.bmp,81,74,154,86.5346782007955
167,25.8455882353,Male,img_167.bmp,78,80,154,61.2953970588375
168,36.1263888889,Male,img_168.bmp,194,181,158,90.18591722225
169,30.2680555556,Male,img_169.bmp,229,212,159,76.5206712501124
170,26.5784499055,Male,img_170.bmp,156,164,157,65.513221172067
171,25.1018693552,Male,img_171.bmp,133,136,156,61.0879092628147
172,25.4990817264,Male,img_172.bmp,123,124,156,62.0545652893671
173,22.9168962351,Male,img_173.bmp,125,122,156,55.7705586777394
174,33.1191111111,Male,img_174.bmp,55,51,153,77.528527199974
175,28.7448888889,Male,img_175.bmp,57,56,153,67.288910400026
176,28.12,Male,img_176.bmp,248,230,159,71.090172
177,21.6211555556,Male,img_177.bmp,220,226,159,54.6604433601124
178,38.2434362529,Male,img_178.bmp,100,100,155,91.8798555975922
179,27.9073724008,Male,img_179.bmp,93,96,155,67.047462192922
180,34.4043268221,Male,img_180.bmp,265,222,159,86.977578638951
181,25.9878176854,Male,img_181.bmp,199,196,158,64.8759880698326
182,31.4209816158,Male,img_182.bmp,139,129,156,76.4661008602109
183,24.306797099,Male,img_183.bmp,162,166,157,59.9138241693251
184,29.5316110061,Male,img_184.bmp,232,218,159,74.6588657845214
185,26.5784499055,Male,img_185.bmp,216,196,158,66.3504423440902
186,25.1021622694,Male,img_186.bmp,165,172,157,61.8743197778441
187,24.4048799841,Male,img_187.bmp,154,142,156,59.3917159293058
188,26.6228558699,Male,img_188.bmp,60,64,154,63.1387649810548
189,24.273780352,Male,img_189.bmp,58,59,153,56.8224924259968
190,31.8941398866,Male,img_190.bmp,107,113,155,76.6256710775565
191,24.6588951901,Male,img_191.bmp,101,102,155,59.2429956942152
192,30.6804205515,Male,img_192.bmp,93,98,155,73.7097103749787
193,25.1021622694,Male,img_193.bmp,100,107,155,60.3079448522335
194,29.8341049383,Male,img_194.bmp,188,200,158,74.4778595679721
195,23.4604552469,Male,img_195.bmp,145,155,157,57.8276761380838
196,27.669982699,Male,img_196.bmp,202,175,157,68.2037403547651
197,24.6293252595,Male,img_197.bmp,195,190,158,61.4846475778158
198,24.36357908,Male,img_198.bmp,252,265,160,62.3707624448
199,23.6252888049,Male,img_199.bmp,262,264,160,60.480739340544
200,31.0361842105,Male,img_200.bmp,236,197,158,77.4787302630922
201,26.1677631579,Male,img_201.bmp,183,178,157,64.5009194079077
202,23.6724489796,Male,img_202.bmp,95,97,155,56.873058673489
203,22.9551020408,Male,img_203.bmp,96,100,155,55.149632653022
204,24.3252595156,Male,img_204.bmp,165,162,157,59.9593321800024
205,23.1089965398,Male,img_205.bmp,188,181,158,57.6892989619567
206,24.0211937716,Male,img_206.bmp,175,160,157,59.2098405276168
207,22.6528979239,Male,img_207.bmp,140,143,156,55.128092387603
208,37.5051459777,Male,img_208.bmp,171,168,157,92.4464343204327
209,31.0081915564,Male,img_209.bmp,232,231,159,78.3918090737348
210,23.7455432539,Male,img_210.bmp,144,140,156,57.787154062691
211,22.4263464065,Male,img_211.bmp,131,141,156,54.5767566148584
212,30.1285714286,Male,img_212.bmp,186,200,158,75.212965714357
213,25.8244897959,Male,img_213.bmp,185,196,158,64.4682563264848
214,28.1260813149,Male,img_214.bmp,220,214,159,71.1055461721987
215,26.4537197232,Male,img_215.bmp,214,213,159,66.8776488322219
216,26.1114285714,Male,img_216.bmp,251,277,161,67.683433999926
217,21.5204081633,Male,img_217.bmp,274,253,160,55.092244898048
218,26.7577854671,Male,img_218.bmp,249,257,160,68.499930795776
219,35.3040540541,Male,img_219.bmp,115,105,155,84.8179898649753
220,35.8673469388,Male,img_220.bmp,109,110,155,86.171301020467
221,31.2763265306,Male,img_221.bmp,265,257,160,80.067395918336
222,28.2426538108,Female,img_222.bmp,214,222,159,71.4002530990835
223,23.4010560147,Female,img_223.bmp,137,145,156,56.9488099173739
224,32.979921186,Male,img_224.bmp,89,87,154,78.2151810847176
225,24.4051416776,Male,img_225.bmp,73,69,154,57.8792340025962
226,34.6621621622,Male,img_226.bmp,65,59,153,81.140655405494
227,27.7031337962,Male,img_227.bmp,171,147,156,67.4183464064323
228,35.2584876543,Male,img_228.bmp,91,96,155,84.7085165894557
229,27.1219135802,Male,img_229.bmp,134,131,156,66.0038888887747
230,27.8912914104,Male,img_230.bmp,137,133,156,67.8762467763495
231,24.4048799841,Male,img_231.bmp,138,137,156,59.3917159293058
232,36.2586788336,Male,img_232.bmp,129,120,156,88.239120809449
233,24.4048799841,Male,img_233.bmp,113,126,156,59.3917159293058
234,47.2014285714,Female,img_234.bmp,58,60,154,111.942907999932
235,25.8244897959,Female,img_235.bmp,37,40,153,60.4525481632223
236,33.4955632716,Female,img_236.bmp,165,155,157,82.5632139081668
237,24.4097222222,Female,img_237.bmp,168,161,157,60.1675243055008
238,32.8870572511,Male,img_238.bmp,709,636,173,98.4276736468172
239,27.4058810425,Male,img_239.bmp,679,673,174,82.974045444273
240,36.1762234825,Male,img_240.bmp,59,58,153,84.6849215501842
241,28.7933207309,Male,img_241.bmp,59,61,154,68.2862394454024
242,41.6238347191,Female,img_242.bmp,163,148,156,101.295764172402
243,35.7787855883,Female,img_243.bmp,161,159,157,88.1911285966007
244,44.3471533426,Male,img_244.bmp,106,96,155,106.544035905597
245,33.0511803214,Male,img_245.bmp,83,77,154,78.3841792502322
246,32.8870572511,Female,img_246.bmp,118,110,155,79.0111550457678
247,28.9719313878,Female,img_247.bmp,127,114,155,69.6050651591895
248,31.1902006173,Male,img_248.bmp,96,95,155,74.9344569830632
249,25.0877700617,Male,img_249.bmp,118,118,155,60.2733675732342
250,39.7673372781,Female,img_250.bmp,298,306,162,104.365399952646
251,27.2880473373,Female,img_251.bmp,297,298,161,70.7333475030153
252,43.3950617284,Male,img_252.bmp,55,50,153,101.583500000012
253,34.9872685185,Male,img_253.bmp,62,60,154,82.9758060184746
254,44.7511574074,Male,img_254.bmp,215,212,159,113.135401041648
255,38.6487268519,Male,img_255.bmp,233,247,160,98.940740740864
256,42.0629552549,Male,img_256.bmp,231,216,159,106.339357179913
257,35.6620707596,Male,img_257.bmp,222,210,159,90.1572810873448
258,31.9269031142,Male,img_258.bmp,143,121,156,77.6973114187171
259,25.5415224913,Male,img_259.bmp,211,193,158,63.7618567472813
260,37.1184,Male,img_260.bmp,68,65,154,88.02999744
261,32.9941333333,Male,img_261.bmp,48,48,153,77.235966719922
262,35.7277249135,Male,img_262.bmp,99,102,155,85.8358591046837
263,27.9740484429,Male,img_263.bmp,112,110,155,67.2076513840672
264,35.2584876543,Female,img_264.bmp,49,46,153,82.5365937499509
265,24.4097222222,Female,img_265.bmp,46,47,153,57.140718749948
266,26.3096458008,Female,img_266.bmp,94,91,155,63.208924036422
267,19.5756293161,Female,img_267.bmp,83,81,154,46.4255624860628
268,35.4369387755,Male,img_268.bmp,96,93,155,85.1372454081388
269,24.3897959184,Male,img_269.bmp,138,130,156,59.3550073470182
270,35.4245401864,Female,img_270.bmp,46,44,153,82.9253061223438
271,35.6183148808,Male,img_271.bmp,262,234,159,90.0466618501505
272,37.597110152,Male,img_272.bmp,149,157,157,92.6731168136648
273,26.5158566335,Male,img_273.bmp,137,141,156,64.5289887032856
274,46.3700259516,Male,img_274.bmp,102,101,155,111.403987348719
275,30.2545415225,Male,img_275.bmp,105,120,156,73.627452249156
276,34.3688888889,Male,img_276.bmp,84,88,154,81.5092568889152
277,30.9944888889,Male,img_277.bmp,114,120,156,75.4281881600271
278,33.7714392944,Male,img_278.bmp,72,68,154,80.092345430599
279,30.4734471758,Male,img_279.bmp,65,67,154,72.2708273221273
280,48.8102833552,Male,img_280.bmp,173,164,157,120.312467442233
281,36.9375117283,Male,img_281.bmp,48,43,153,86.4670212047775
282,44.6240234375,Female,img_282.bmp,597,534,169,127.450673339844
283,32.953125,Female,img_283.bmp,505,503,168,93.0069
284,28.5504081633,Male,img_284.bmp,94,91,155,68.5923556123282
285,26.1200975793,Male,img_285.bmp,162,178,157,64.3834285232166
286,25.8401596303,Female,img_286.bmp,157,145,156,62.8846124762981
287,17.7189666037,Female,img_287.bmp,133,124,156,43.1208771267643
288,24.9585798817,Female,img_288.bmp,167,175,157,61.5204035504023
289,24.1171753174,Male,img_289.bmp,143,141,156,58.6915578524246
290,35.6186666667,Male,img_290.bmp,137,131,156,86.6815872000811
291,29.3697777778,Male,img_291.bmp,92,86,154,69.6533649778305
292,31.7960722079,Female,img_292.bmp,103,98,155,76.3900634794797
293,26.0853432282,Male,img_293.bmp,862,828,179,83.5800482374756
294,32.0038580247,Male,img_294.bmp,121,117,155,76.8892689043418
295,23.7316743827,Male,img_295.bmp,100,107,155,57.0153477044368
296,40.7730263158,Male,img_296.bmp,332,309,162,107.004730263186
297,37,Male,img_297.bmp,311,287,161,95.9077
298,40.0540540541,Male,img_298.bmp,86,83,154,94.9921945947036
299,25.4189189189,Male,img_299.bmp,59,62,154,60.2835081080632
300,36.8684444444,Male,img_300.bmp,603,586,171,107.80701839987
301,31.1194666667,Male,img_301.bmp,781,708,175,95.3033666667688
302,37.072265625,Female,img_302.bmp,262,261,160,94.905
303,36.6380502614,Male,img_303.bmp,731,676,174,110.925360971415
304,51.7125164196,Male,img_304.bmp,80,67,154,122.641403940723
305,35.4863951961,Male,img_305.bmp,72,64,154,84.1595348470708
306,33.9023919753,Male,img_306.bmp,131,136,156,82.5048611110901
307,28.4780092593,Male,img_307.bmp,127,117,155,68.4184172454683
308,37.9928692062,Male,img_308.bmp,545,486,168,107.231074047579
309,31.5288046538,Male,img_309.bmp,689,670,174,95.4566089698449
310,51.4892578125,Female,img_310.bmp,127,111,155,123.702941894531
311,38.6169433594,Female,img_311.bmp,95,98,155,92.7772064209585
312,27.3167401806,Male,img_312.bmp,182,192,158,68.1935101868498
313,24.5112371351,Male,img_313.bmp,196,229,159,61.9668586012463
314,38.6169433594,Female,img_314.bmp,226,223,159,97.6274945068991
315,30.0354003906,Female,img_315.bmp,351,323,162,78.8249047850906
316,44.6756756757,Male,img_316.bmp,264,245,160,114.369729729792
317,26.7027027027,Male,img_317.bmp,270,304,162,70.0785729729659
318,34.0553633218,Female,img_318.bmp,144,129,156,82.8771321799325
319,27.1216568047,Female,img_319.bmp,179,178,157,66.852171857905
320,32.7722674073,Male,img_320.bmp,262,250,160,83.897004562688
321,27.8912914104,Male,img_321.bmp,154,162,157,68.749244197495
322,40.8243243243,Male,img_322.bmp,331,328,162,107.139356756693
323,36.972972973,Male,img_323.bmp,309,337,163,98.2334918919637
324,28.7448888889,Male,img_324.bmp,133,128,156,69.953561600027
325,23.2946745562,Female,img_325.bmp,56,56,153,54.5305036686086
326,43.7422222222,Male,img_326.bmp,98,85,154,103.73905422217
327,33.744,Male,img_327.bmp,90,91,155,81.06996
328,36.8716326531,Male,img_328.bmp,96,96,155,88.5840974490727
329,26.6853061224,Male,img_329.bmp,138,144,156,64.9413609794726
330,43.8917793965,Female,img_330.bmp,268,228,159,110.962807492292
331,40.8481445312,Female,img_331.bmp,112,119,155,98.137667236208
332,30.4065743945,Male,img_332.bmp,252,246,160,77.84083044992
333,26.6057525952,Male,img_333.bmp,207,178,157,65.5805195719085
334,36.9375117283,Male,img_334.bmp,161,147,156,89.8911285419909
335,23.8774629386,Male,img_335.bmp,189,187,158,59.607698479921
336,42.0823794333,Male,img_336.bmp,212,166,157,103.728857065141
337,26.9116156877,Male,img_337.bmp,227,203,158,67.1821574027743
338,26.6287878788,Female,img_338.bmp,131,121,156,64.8038181818477
339,20.1733241506,Female,img_339.bmp,65,63,154,47.843055555563
340,32.979921186,Male,img_340.bmp,123,114,155,79.234260649365
341,25.7243385251,Male,img_341.bmp,55,53,153,60.2181040534066
342,29.6424354866,Male,img_342.bmp,283,303,162,77.793607691033
343,23.7139483893,Male,img_343.bmp,255,258,160,60.707707876608
344,31.7464818315,Male,img_344.bmp,169,167,157,78.2519030664644
345,25.1018693552,Male,img_345.bmp,132,142,156,61.0879092628147
346,32.6098632812,Female,img_346.bmp,117,112,155,78.345196533083
347,24.0283203125,Female,img_347.bmp,95,91,155,57.7280395507813
348,42.214299118,Male,img_348.bmp,85,65,154,100.115431788249
349,27.7031337962,Male,img_349.bmp,73,64,154,65.7007521110679
350,43.8494096681,Female,img_350.bmp,318,317,162,115.078390732962
351,28.1889062152,Female,img_351.bmp,288,300,162,73.9789654711709
352,30.1285714286,Male,img_352.bmp,96,94,155,72.3838928572115
353,23.6724489796,Male,img_353.bmp,94,98,155,56.873058673489
354,37.5852082869,Male,img_354.bmp,70,64,154,89.137079973212
355,27.4058810425,Male,img_355.bmp,68,65,154,64.995787480393
356,42.4924444444,Male,img_356.bmp,111,100,155,102.088097777671
357,32.4942222222,Male,img_357.bmp,128,127,156,79.0779391999459
358,47.2014285714,Female,img_358.bmp,381,386,164,126.952962285637
359,40.3148979592,Female,img_359.bmp,379,385,164,108.430949551064
360,33.1052631579,Male,img_360.bmp,475,461,167,92.3272684210673
361,25.4375,Male,img_361.bmp,438,467,167,70.94264375
362,49.1701323251,Male,img_362.bmp,262,241,160,125.875538752256
363,35.5855912623,Male,img_363.bmp,278,288,161,92.2414111110078
364,42.564453125,Female,img_364.bmp,352,293,161,110.331318945313
365,35.0126953125,Female,img_365.bmp,358,355,163,93.0252301757812
366,37.1957671958,Female,img_366.bmp,126,127,156,90.5196190476989
367,26.037037037,Female,img_367.bmp,78,76,154,61.7494370369492
368,36.7434666667,Male,img_368.bmp,157,144,156,89.4189004800811
369,27.1201777778,Male,img_369.bmp,169,194,158,67.7028118044999
370,46.1168,Male,img_370.bmp,216,192,158,115.12597952
371,41.4926222222,Male,img_371.bmp,258,252,160,106.221112888832
372,37.6532434041,Male,img_372.bmp,215,204,158,93.9975568339952
373,35.5613965483,Male,img_373.bmp,180,168,157,87.6552863519047
374,41.1757142857,Male,img_374.bmp,68,65,154,97.6523239999661
375,33.2848979592,Male,img_375.bmp,96,98,155,79.966967346978
376,40.1644736842,Male,img_376.bmp,33,32,153,94.0210164473438
377,37.3651315789,Male,img_377.bmp,73,71,154,88.6151460525192
378,38.4053069719,Female,img_378.bmp,141,119,155,92.2687499999898
379,27.0665972945,Female,img_379.bmp,73,74,154,64.1911421436362
380,45.1891891892,Male,img_380.bmp,271,319,162,118.594508108136
381,38.1283783784,Male,img_381.bmp,273,308,162,100.064116216273
382,52.7554065744,Female,img_382.bmp,369,379,164,141.890941522506
383,39.5285467128,Female,img_383.bmp,384,396,165,107.616468425598
384,28.693877551,Male,img_384.bmp,148,143,156,69.8294204081136
385,22.8488284203,Male,img_385.bmp,84,87,154,54.1882814815835
386,39.3267746914,Male,img_386.bmp,56,58,153,92.0600468750983
387,33.2243441358,Male,img_387.bmp,65,64,154,78.7948545524633
388,29.598351526,Male,img_388.bmp,85,80,154,70.1954504790616
389,25.9964357318,Male,img_389.bmp,98,93,155,62.4564368456495
390,45.8360339506,Male,img_390.bmp,231,198,158,114.425075154278
391,33.7667824074,Male,img_391.bmp,211,231,159,85.3658026041479
392,30.6634527089,Female,img_392.bmp,260,262,160,78.498438934784
393,26.6287878788,Female,img_393.bmp,239,209,158,66.4761060606363
394,37.9258494031,Female,img_394.bmp,66,62,154,89.944944444392
395,30.6634527089,Female,img_395.bmp,257,266,160,78.498438934784
396,34.4531075963,Male,img_396.bmp,161,167,157,84.9234649141199
397,26.6228558699,Male,img_397.bmp,177,181,158,66.4612973936184
398,39.5759054232,Male,img_398.bmp,53,48,153,92.6432370051689
399,33.6395196097,Male,img_399.bmp,72,71,154,79.7794847063645
400,43.8494096681,Female,img_400.bmp,372,366,164,117.937372243322
401,39.9342838049,Female,img_401.bmp,349,350,163,106.101398641239
402,38.0193877551,Male,img_402.bmp,193,175,157,93.713988877546
403,25.8244897959,Male,img_403.bmp,185,176,157,63.6547848979139
404,30.0354003906,Female,img_404.bmp,57,56,153,70.3098687743555
405,24.8864746094,Female,img_405.bmp,74,81,154,59.020763183653
406,28.7933207309,Male,img_406.bmp,329,353,163,76.5009738499282
407,22.8869985297,Male,img_407.bmp,209,218,159,57.8606209829346
408,44.6976643599,Male,img_408.bmp,78,73,154,106.004980795939
409,25.8455882353,Male,img_409.bmp,76,89,154,61.2953970588375
410,40.1644736842,Male,img_410.bmp,267,268,160,102.821052631552
411,36.3914473684,Male,img_411.bmp,235,218,159,92.0012180920521
412,24.6891259105,Female,img_412.bmp,122,108,155,59.3156249999762
413,49.9445800781,Female,img_413.bmp,113,110,155,119.991853637635
414,55.9079973268,Female,img_414.bmp,71,67,154,132.591406460239
415,32.4172421475,Female,img_415.bmp,55,55,153,75.8855221430827
